dataset,video_num,question_w_q_morph,question,gloss,spoken
NIA-2020,702.0,,True,학교 저기 가다,학교 안으로 들어갈까요?
NIA-2020,512.0,,False,춥다 끄다,에어컨 좀 꺼주세요.
KETI-Airport,,,True,휠체어  빌리다  곳,휠체어 대여소가 어디에 있습니까?
NIA-2020,1922.0,,False,차밀리다 기다리다,차가 막힙니다.
NIA-2020,764.0,,False,건너다 오케이,건너편에서 내려주세요.
KETI-Daily,,,False,옷 더럽다 심하다 빨래,옷이 너무 더러워서 빨았어
NIA-2020,1473.0,,False,지하철 곳 다음 차내리다,지하철역 지나서 내려주세요.
NIA-2020,1986.0,,False,빨리 접근,다와갑니다.
NIA-2020,1299.0,,False,이마트 곳 저기 다음 저기,이마트 지나서 내려주세요.
KETI-Daily,,,False,요즘 사람 모두 바쁘다 살다 중에,현대 사람들은 바쁘게 산다
NIA-2020,1825.0,,True,우회전 맞다,우회전 맞으시죠?
NIA-2020,348.0,,True,불편하다 신고 곳,민원은 어디에 넣나요?
NIA-2020,1670.0,,True,샛길 저기 다음 도착 차내리다,골목길 지나서 내려드릴까요?
KETI-Airport,,,True,항공  잠  곳  어디,공항 내 수면실이 어디에 있나요?
NIA-2020,439.0,,False,신호등 전 도착 내리다,신호등 못가서 내려주세요.
NIA-2020,306.0,,True,교통카드 충전 되다,교통카드 충전 되나요?
NIA-2020,1147.0,,True,카드 사용 안되다 고장,카드 인식이 안되나요?
NIA-2020,878.0,,True,서울농아인협회 오케이,서울농아인협회에서 내려드릴까요?
NIA-2020,725.0,,False,나사렛 전 도착 내리다,나사렛대학교 못가서 내려주세요.
KETI-Emergency,,,False,전지 몸 자극,감전 사고가 났어요.
NIA-2020,11.0,,False,운전 빨리,빨리 가주세요.
KETI-Daily,,,False,배우다,배우다
NIA-2020,770.0,,False,시청,시청으로 가주세요.
KETI-Daily,,,False,성격 다르다 이혼,성격이 달라서 이혼했다
NIA-2020,1003.0,,True,약 곳곳,약국은 어디에 있나요?
NIA-2020,1979.0,X,True,화나다,화나셨어요?
KETI-Airport,,,False,여행  편안  반갑다  부탁,즐거운 여행 되시길 바랍니다.
NIA-2020,1162.0,,True,에어컨 불량 잘 안되다,에어컨이 안되나요?
KETI-Daily,,,False,싸우다 하지마 친하다,싸우지 말고 친하게 지내
NIA-2020,653.0,,True,공항 차내리다 가다,김포공항으로 갈까요?
NIA-2020,1897.0,,False,핸드폰 찾다 실종,휴대폰을 잃어버렸습니다.
NIA-2020,1751.0,,True,경찰 다음 여기,경찰서 지나서 내려드릴까요?
KETI-Daily,,,False,항상 보다 원하다,항상 보고 싶어
KETI-Airport,,,False,아니다,아니요.
KETI-Daily,,,False,버스 타다 여러분 안내 대하여 전하다,버스에 타신 승객 여러분께 안내 말씀 드리겠습니다
KETI-Airport,,,True,물건  잃어버리다  검사  두다  곳  어디,유실물 센터는 어디에 있습니까?
NIA-2020,1180.0,,False,공항 버스 보다 곳 전 차내리다,공항버스정류장 못가서 내려주세요.
KETI-Airport,,,True,비행기  표  잃어버리다  다시  만들다  받다  가능,항공권을 잃어버렸습니다.  재발급이 가능 한가요?
NIA-2020,1013.0,,True,자판기 길 무엇,자판기는 어디에 있나요?
NIA-2020,652.0,,True,공항 내리다 가다,김포공항으로 갈까요?
NIA-2020,907.0,X,True,에어컨,에어컨 좀 켜드릴까요?
NIA-2020,421.0,,False,명동 목적,명동역으로 가주세요.
KETI-Daily,,,False,상처 받다 미안,상처 받았다면 미안해
KETI-Airport,,,True,항공  가다  검사  어디,탑승수속은 어디에서 하나요?
KETI-Daily,,,False,나 말 듣다 아니다 왜,왜 내말을 듣지 않아
NIA-2020,166.0,,True,지하철 지하위 곳곳,출구가 어디에 있나요?
KETI-Daily,,,False,어머니 자녀 독하다 키우다,우리 어머니는 자식들을 엄하게 키우셨다
KETI-Daily,,,False,수영 장소 물 깨끗하다 아니다,수영장 물이 깨끗하지 않아
KETI-Daily,,,False,가지다,가지다
KETI-Emergency,,,False,남편 높다 추락 머리 피흐르다,남편이 높은데서 떨어져서 머리에서 피나요.
NIA-2020,44.0,,True,밤 12시 후 돈 추가,심야 할증 요금이 적용되나요?
NIA-2020,442.0,,False,신호등 전 도착 차내리다,신호등 못가서 내려주세요.
NIA-2020,527.0,,False,영수증,영수증을 주세요.
KETI-Airport,,,True,주차  2번  어디  곳,제2 주차장은 어디에 있습니까?
NIA-2020,655.0,,True,공항 도착 가다,김포공항으로 갈까요?
NIA-2020,536.0,,True,유리 내리다,창문을 열어드릴까요?
KETI-Airport,,,True,비행기  안  강아지  가지다  가능,반려견을 기내에 데려갈 수 있나요?
NIA-2020,706.0,,True,학교 안 가다,학교 안으로 들어갈까요?
NIA-2020,1451.0,,True,종로 찾다 가다 무엇 방법,종로로 가려면 어떻게 가나요?
NIA-2020,104.0,,True,지하철 곳 12 무엇,12번 승강장인가요?
KETI-Daily,,,False,소문 믿다 하지마,소문을 믿지마
NIA-2020,561.0,,True,우회전 맞다,우회전 해드릴까요?
KETI-Airport,,,True,지하철  곳  어디,지하철 승강장은 어디에 있습니까?
NIA-2020,710.0,,True,샛길 곳,골목으로 들어갈까요?
NIA-2020,864.0,,True,한국농아인협회 내리다,한국농아인협회에서 내려드릴까요?
NIA-2020,1101.0,,False,에어컨 사용 불가능 안되다,에어컨이 안되네요.
NIA-2020,962.0,,False,청음회관 가다,청음회관으로 가주세요.
KETI-Daily,,,False,다시 만나다 기쁘다,다시 만나게 되어 정말 기쁘다
KETI-Airport,,,True,가방  비행기  안  가지다  무게  최고  가능  몇,기내 수하물의 무게 한도는 몇 Kg인가요?
NIA-2020,701.0,,True,학교 저기,학교 안으로 들어갈까요?
KETI-Daily,,,False,불행 했었다 과거 잊다 살다 노력,불행했던 과거는 잊고 살려한다
NIA-2020,1363.0,,True,송파 지하철 가다 방법,송파역으로 가려면 어떻게 가나요?
NIA-2020,69.0,,False,1호,1호선입니다.
NIA-2020,1171.0,,False,공항 버스 전 곳 보다 도착 차내리다,공항버스정류장 못가서 내려주세요.
NIA-2020,1992.0,,False,노트북 잃어버리다 실종,노트북을 잃어버렸습니다.
KETI-Daily,,,False,우리 둘 학교 같다,우리는 같은 학교에 다닌다
NIA-2020,1444.0,,True,종로 곳 가다 방법,종로로 가려면 어떻게 가나요?
NIA-2020,584.0,,False,응급실 내리다,응급실로 가주세요.
NIA-2020,1845.0,,True,좌회전 확인 맞다,좌회전 맞으시죠?
KETI-Daily,,,False,나쁘다,나쁘다
NIA-2020,106.0,,True,1호 맞다,1호선이 맞나요?
NIA-2020,1203.0,,False,버스 전 곳 보다 차내리다,버스정류장 못가서 내려주세요.
NIA-2020,944.0,,False,서대문농아인복지관 가다,서대문농아인복지관으로 가주세요.
KETI-Airport,,,True,동사무소  네모  프린트  곳,등본 발급은 어디에서 받을 수 있습니까?
KETI-Daily,,,False,오늘 5월 너무 덥다,5월인데 너무 덥다
NIA-2020,1418.0,,True,영등포 곳 찾다 길 가다 방법,영등포로 가려면 어떻게 가나요?
NIA-2020,1931.0,X,True,돈,현금이세요?
NIA-2020,601.0,,False,서울역 내리다 가다,서울역으로 가주세요.
KETI-Daily,,,False,남자 여자 운전 방법 가르치다 주다,남자는 여자에게 운전을 가르쳤다
NIA-2020,1421.0,,True,이화여대 가다 목적 방법,이화여대쪽으로 가려면 어떻게 가나요?
NIA-2020,595.0,,False,손바닥찍다 차내리다,이 주소로 가주세요.
KETI-Airport,,,True,항공  쉬다  서비스  어디  곳,항공사 라운지는 어디에 있습니까?
KETI-Airport,,,True,물  컵  어디,정수기는 어디에 있습니까?
NIA-2020,84.0,,True,여기 1호 되다,여기서 1호선을 탈 수 있나요?
NIA-2020,326.0,,False,지하철 곳 편의점 있다,역사 안에 편의점이 있습니다.
NIA-2020,806.0,,True,기차 곳 차내리다 맞다,기차역에서 내려드릴까요?
KETI-Daily,,,False,다르다,다르다
NIA-2020,1443.0,,True,종로 목적 가다 무엇,종로로 가려면 어떻게 가나요?
NIA-2020,1050.0,,True,계단 곳곳,계단은 어디에 있나요?
KETI-Daily,,,False,지금 그녀 건강 너무 좋다,현재 그녀의 건강은 매우 좋아졌다
NIA-2020,709.0,,True,샛길 저기 곳,골목으로 들어갈까요?
KETI-Airport,,,True,여행  보험  가입  어디  곳,여행자보험을 가입하고 싶은데 어디서 하면 되나요?
KETI-Daily,,,False,군인 나라 지키다 위하다 목숨 맡기다,군인들은 목숨을 다해 조국을 지켰다
NIA-2020,830.0,,True,건너다 차내리다 오케이,건너편에서 내려드릴까요?
NIA-2020,647.0,,True,손바닥찍다 곳 가다,이 주소로 갈까요?
NIA-2020,1659.0,,True,병원 저기 다음 도착 차내리다,병원 지나서 내려드릴까요?
NIA-2020,1043.0,,True,안내소 무엇 곳,안내소는 어디에 있나요?
NIA-2020,192.0,X,True,충분하다,만족하세요?
NIA-2020,417.0,,False,명동 내리다,명동역으로 가주세요.
KETI-Daily,,,False,데려가다,데려가다
KETI-Daily,,,False,엄마 나 아파 성실 지키다,엄마는 아픈날 위해 정성껏 돌봐주셨다
KETI-Airport,,,True,기념  물건  어디,기념품점이 어디에 있습니까?
NIA-2020,1058.0,,False,자판기 고장,자판기가 안되네요.
KETI-Daily,,,False,돈 부족,돈이 부족해
KETI-Airport,,,True,아기  유모차  빌리다  어디,유모차 대여소가 어디에 있습니까?
KETI-Airport,,,True,커피  어디  곳,커피숍은 어디에 있습니까?
NIA-2020,1230.0,,False,택시 전 저기 내리다,택시정류장 못가서 내려주세요.
NIA-2020,785.0,,True,여기 차내리다 맞다,여기서 내려드릴까요?
NIA-2020,108.0,,True,지하철 곳 명동 맞다,명동역이 맞나요?
NIA-2020,1295.0,,False,이마트 곳 저기 다음 도착 내리다,이마트 지나서 내려주세요.
KETI-Airport,,,True,버스,버스 승강장은 어디에 있나요?
NIA-2020,612.0,,False,고속터미널 내리다 가다,고속버스터미널로 가주세요.
KETI-Airport,,,True,한국  안  착륙  곳  어디,국내선 입국장이 어디에 있습니까?
NIA-2020,1583.0,,False,은행 저기 곳 다음 내리다,은행 지나서 내려주세요.
NIA-2020,530.0,,False,영수증 받다,영수증을 주세요.
KETI-Daily,,,False,2016 새롭다 날 시작,"2016년, 새해가 시작된다"
NIA-2020,1521.0,,False,119 곳 다음 여기,소방서 지나서 내려주세요.
NIA-2020,1090.0,,False,카드 고장 안되다,카드 인식이 안되네요.
KETI-Airport,,,True,항공  가다  검사  곳,탑승수속은 어디에서 하나요?
NIA-2020,433.0,,False,여기 차내리다 맞다,여기서 내려주세요.
NIA-2020,241.0,,True,서울역 가다 목적 지하철 갈아타다 몇호,서울역으로 가려면 몇호선으로 갈아타야 하나요?
NIA-2020,440.0,,False,신호등 전 도착 내리다,신호등 못가서 내려주세요.
NIA-2020,374.0,,False,도착 10분 전,10분 내로 도착합니다.
KETI-Airport,,,True,한국  안  착륙  어디  곳,국내선 입국장이 어디에 있습니까?
NIA-2020,1146.0,,True,단말기터치 잘 안되다 죽다,카드 인식이 안되나요?
NIA-2020,1135.0,,True,자판기 안되다 죽다,자판기가 안되나요?
KETI-Airport,,,True,한국  안  다르다  나라  착륙  곳,국제선 입국장이 어디에 있습니까?
NIA-2020,695.0,,False,아파트 안 곳,아파트 단지 안으로 가주세요.
NIA-2020,1302.0,,False,이마트 다음 곳 차내리다,이마트 지나서 내려주세요.
NIA-2020,637.0,,True,명동 도착,명동역으로 갈까요?
NIA-2020,1060.0,,False,자판기 잘 안되다,자판기가 안되네요.
NIA-2020,715.0,,True,아파트 저기 곳,아파트 단지 안으로 들어갈까요?
NIA-2020,124.0,,True,9호 갈아타다 목적 곳곳,9호선 환승하는 곳이 어디인가요?
NIA-2020,844.0,,True,나사렛 내리다,나사렛대학교에서 내려드릴까요?
NIA-2020,925.0,,False,한국농아인협회 내리다,한국농아인협회로 가주세요.
NIA-2020,1930.0,X,True,돈,현금이세요?
NIA-2020,1032.0,,True,돈 얼마,얼마인가요?
KETI-Daily,,,False,남자 만나다 싫다,그 남자를 만나기 싫어
NIA-2020,117.0,,False,신분당 곳,신분당선을 타는 곳입니다.
KETI-Airport,,,True,와이파이2  빌리다  어디  곳,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Airport,,,False,잠깐  기다리다  부탁,잠시만 기다려 주세요.
KETI-Daily,,,False,나 돈 1000 있다,나에게 1000원이 있다
NIA-2020,645.0,,True,손바닥찍다 도착 가다,이 주소로 갈까요?
NIA-2020,1650.0,,True,군청 곳 다음 여기,주민센터 지나서 내려드릴까요?
KETI-Daily,,,False,강아지 보다,강아지를 보고 있다
NIA-2020,1879.0,,False,아이 실종,아이를 잃어버렸습니다.
NIA-2020,1447.0,,True,종로 곳 가다 방법 무엇,종로로 가려면 어떻게 가나요?
NIA-2020,1082.0,,False,단말기터치 불량 잘 안되다,카드 인식이 안되네요.
NIA-2020,1283.0,,False,백화점 다음 곳 보다 차내리다,백화점 지나서 내려주세요.
KETI-Airport,,,True,와이파이1  빌리다  곳,와이파이를 어디에서 빌릴 수 있습니까?
NIA-2020,1210.0,,False,스타벅스 곳 저기 전 내리다,스타벅스 못가서 내려주세요.
NIA-2020,161.0,,False,도착 알려주다,도착하면 알려주세요.
KETI-Daily,,,False,집 너무 더럽다 청소 보람 불가능,집이 너무 더러워서 청소해도 소용이 없다
KETI-Airport,,,True,한국  먹다  곳,한정식집이 어디에 있습니까?
NIA-2020,1165.0,,True,에어컨 불량 사용 안되다,에어컨이 안되나요?
NIA-2020,294.0,,False,지하철 문 틈 물건 떨어지다,지하철 틈 사이로 물건이 떨어졌습니다.
NIA-2020,1383.0,,True,여의도 방법,여의도로 가려면 어떻게 가나요?
KETI-Daily,,,False,기분 나쁘다,기분나빠
KETI-Daily,,,False,몸 힘들다 빨리 가다 쉬다,몸도 불편한데 일찍 가서 쉬십시오
NIA-2020,1063.0,,False,자판기 불량 죽다,자판기가 안되네요.
KETI-Daily,,,False,나 너 너무 좋다,난 네가 너무 좋아
NIA-2020,956.0,,False,청음회관 내리다,청음회관으로 가주세요.
NIA-2020,243.0,,True,지하철 계단 12 무엇,12번 출구는 어디에 있나요?
NIA-2020,1215.0,,False,스타벅스 곳 저기 전 도착 내리다,스타벅스 못가서 내려주세요.
NIA-2020,38.0,,True,택시 기본 돈 얼마,기본 요금은 얼마인가요?
NIA-2020,140.0,,True,약 가깝다,근처에 약국이 있나요?
NIA-2020,1461.0,,False,터널 다음 내리다,터널 지나서 내려주세요.
KETI-Daily,,,False,시험 어렵다,시험이 어려웠다
NIA-2020,1575.0,,False,언덕 저기 곳 다음 차내리다,언덕 지나서 내려주세요.
NIA-2020,75.0,,False,여기 명동 지하철,여기는 명동역입니다.
KETI-Daily,,,False,사춘기 아들 턱 수염 나다,사춘기가 된 아들의 턱에 수염이 나기 시작했다
NIA-2020,1852.0,,False,좌회전 맞다,좌회전이 맞습니다.
NIA-2020,554.0,,True,우회전 확인 맞다,우회전 해드릴까요?
NIA-2020,920.0,,True,난방 켜다,히터 좀 켜드릴까요?
KETI-Airport,,,True,다르다  나라  한국  안  이륙  어디,국제선 출국장이 어디에 있습니까?
NIA-2020,1608.0,,False,편지 저기 곳 다음 도착 내리다,우체국 지나서 내려주세요.
NIA-2020,1054.0,,False,물품보관 고장 죽다,물품보관함이 안되네요.
NIA-2020,67.0,,False,다시,다시 해보세요.
KETI-Daily,,,False,엄마 잔소리 듣다 짜증,엄마한테 잔소리를 들었더니 짜증나
KETI-Daily,,,False,저기 움직이다 하지마 위험,"위험해, 움직이지마"
NIA-2020,1661.0,,True,샛길 다음 여기,골목길 지나서 내려드릴까요?
NIA-2020,620.0,,False,고속터미널 가다 차내리다,고속버스터미널로 가주세요.
KETI-Airport,,,True,칼  짐  맡기다  가능,칼을 위탁 수하물로 보낼 수 있나요?
KETI-Daily,,,False,쌍둥이 성격 다르다,쌍둥이도 성격이 다르다
NIA-2020,181.0,,False,도움받다,도와주세요.
NIA-2020,728.0,,False,나사렛 전 저기,나사렛대학교 못가서 내려주세요.
NIA-2020,496.0,,False,차 트렁크열다,트렁크 좀 열어주세요.
KETI-Daily,,,False,가을 되다 세상 노랗다 변하다,가을이 되면 온 세상이 노랗다
NIA-2020,226.0,,True,신호등 곳 차내리다,저기 신호등 앞에 세워드릴까요?
KETI-Airport,,,True,아시아  항공  표  곳,아시아나항공 카운터는 어디에 있습니까?
NIA-2020,1074.0,,False,공기청정기 불량 고장,공기청정기가 안되네요.
KETI-Daily,,,False,간섭 싫다,날 간섭하는 것이 싫다
NIA-2020,747.0,,False,기차 곳 차내리다 맞다,기차역에서 내려주세요.
NIA-2020,1975.0,,False,노트북 사라지다 실종,노트북을 잃어버렸습니다.
NIA-2020,1837.0,,False,우회전 확인 맞다,우회전이 맞습니다.
NIA-2020,1835.0,,False,우회전 맞다,우회전이 맞습니다.
KETI-Daily,,,False,키우다,키우다
KETI-Emergency,,,False,동굴 무너지다 감히다,터널이 무너져 갇혔어요.
KETI-Emergency,,,False,아래 집 불,아랫집에 불이 났어요.
NIA-2020,1342.0,,True,3 찾다 길 무엇,3번 출구로 나가려면 어떻게 가나요?
KETI-Daily,,,False,계시다,계시다
KETI-Airport,,,True,다르다  나라  한국  안  이륙  어디  곳,국제선 출국장이 어디에 있습니까?
NIA-2020,1813.0,,True,지갑 찾다 실종,지갑을 분실하셨나요?
NIA-2020,723.0,,False,나사렛 전 곳,나사렛대학교 못가서 내려주세요.
NIA-2020,1370.0,,True,송파 지하철 곳 무엇 방법,송파역으로 가려면 어떻게 가나요?
NIA-2020,1290.0,,False,이마트 곳 저기 다음 내리다,이마트 지나서 내려주세요.
KETI-Airport,,,True,소  돼지  키우다  검사  신고  어디  곳,축산관계자 신고는 어디서 하나요?
KETI-Airport,,,True,지하철  어디  곳,지하철 승강장은 어디에 있습니까?
NIA-2020,994.0,,True,엘리베이터 무엇,엘리베이터는 어디에 있나요?
NIA-2020,1886.0,,False,지갑 사라지다 실종,지갑을 잃어버렸습니다.
NIA-2020,268.0,,False,어린이집 주차,어린이집에 주차하겠습니다.
NIA-2020,1262.0,,False,맥도날드 보다 다음 저기 곳 내리다,맥도날드 지나서 내려주세요.
NIA-2020,504.0,,False,차 내리다,창문 좀 열겠습니다.
NIA-2020,1486.0,,False,군청 곳 다음 도착 내리다,동사무소 지나서 내려주세요.
NIA-2020,1387.0,,True,여의도 가다 원하다 방법,여의도로 가려면 어떻게 가나요?
NIA-2020,366.0,,False,1호 맞다,1호선이 맞습니다.
KETI-Daily,,,False,철수 오늘 학교 장소 1등 하다,철수는 이번에 학교에서 일등을 했다
NIA-2020,1255.0,,False,맥도날드 보다 곳 다음 도착 내리다,맥도날드 지나서 내려주세요.
KETI-Airport,,,True,항공  목욕  어디,공항 내 샤워실이 어디에 있나요?
KETI-Daily,,,False,부탁 제발,제발 부탁해
NIA-2020,1514.0,,False,버스 곳 다음 차내리다,버스정류장 지나서 내려주세요.
NIA-2020,893.0,,False,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,1399.0,,True,여의도 길 방법,여의도로 가려면 어떻게 가나요?
NIA-2020,1435.0,,True,이화여대 곳 목적 길 방법,이화여대쪽으로 가려면 어떻게 가나요?
NIA-2020,459.0,,True,화장실 뼈곳,화장실이 어디에 있나요?
NIA-2020,171.0,,False,표,승차권입니다.
KETI-Daily,,,False,돕다본인 감사,도와줘서 고마워
NIA-2020,1747.0,,True,은행 저기 곳 다음 도착 내리다,은행 지나서 내려드릴까요?
NIA-2020,1969.0,,False,반지 실종 잃어버리다,반지를 분실하였습니다.
KETI-Daily,,,False,손 들다 움직이다 쏘다,꼼짝말고 손들어 움직이면 쏜다
NIA-2020,190.0,X,True,좋다,좋으세요?
NIA-2020,540.0,,True,내리다,창문을 열어드릴까요?
NIA-2020,1556.0,,False,육교 곳 다음 도착 내리다,육교 지나서 내려주세요.
NIA-2020,1430.0,,True,이화여대 찾다 목적 무엇 방법,이화여대쪽으로 가려면 어떻게 가나요?
KETI-Emergency,,,False,숨 안되다,숨이 안 쉬어져요.
NIA-2020,564.0,,True,유턴 맞다,유턴 해드릴까요?
NIA-2020,1798.0,,True,열쇠 사라지다 실종,열쇠를 잃어버리셨나요?
NIA-2020,1254.0,,False,맥도날드 보다 다음 곳 차내리다,맥도날드 지나서 내려주세요.
NIA-2020,1307.0,,False,파리바게트 다음 곳 도착 차내리다,파리바게트 지나서 내려주세요.
NIA-2020,155.0,,False,설명 천천히,천천히 설명해주세요.
NIA-2020,1764.0,,True,편지 저기 곳 다음 차내리다,우체국 지나서 내려드릴까요?
NIA-2020,1788.0,,True,아이 없다 실종,아이를 잃어버리셨나요?
KETI-Airport,,,False,미안,죄송합니다.
NIA-2020,186.0,X,True,발생하다,사고가 났나요?
NIA-2020,1938.0,,False,돈,현금입니다.
NIA-2020,407.0,,True,택시 문자받다 맞다,콜을 부르셨나요?
KETI-Daily,,,False,나 대학 오다 새롭다 학생 반갑다 박수,저희 대학에 온 신입생 여러분을 환영합니다
NIA-2020,1506.0,,False,샛길 저기 다음 곳,골목 지나서 내려주세요.
KETI-Airport,,,True,제주  홍보  어디,제주 홍보관은 어디입니까?
NIA-2020,1590.0,,False,은행 저기 곳 다음 도착 차내리다,은행 지나서 내려주세요.
NIA-2020,840.0,,True,시청 내리다 오케이,시청에서 내려드릴까요?
NIA-2020,851.0,,True,나사렛 내리다 오케이,나사렛대학교에서 내려드릴까요?
NIA-2020,761.0,,False,건너다 내리다,건너편에서 내려주세요.
NIA-2020,404.0,,True,내리다 곳 알려주다,내릴 역을 알려드릴까요?
NIA-2020,466.0,,False,물품보관 문안열리다 고장,물품보관함이 안되네요.
KETI-Airport,,,True,한국  안  다르다  나라  이륙  어디,국제선 출국장이 어디에 있습니까?
NIA-2020,811.0,,True,버스 곳 맞다,버스정류장에서 내려드릴까요?
NIA-2020,1476.0,,False,지하철 곳 다음 도착 내리다,지하철역 지나서 내려주세요.
KETI-Daily,,,False,요즘 오빠 매일 아침 운동 하다,요즘 오빠는 매일 아침 운동을 한다
NIA-2020,1503.0,,False,샛길 다음 내리다,골목 지나서 내려주세요.
NIA-2020,828.0,,True,건너다 내리다 오케이,건너편에서 내려드릴까요?
NIA-2020,1784.0,,True,가방 실종 잃어버리다,가방을 분실하셨나요?
NIA-2020,291.0,,False,지하철 철로 가방 떨어지다,선로에 가방을 떨어뜨렸습니다.
KETI-Airport,,,True,가방  짐들다  무게  한계  몇,위탁 수하물의 무게 한도는 몇 Kg인가요?
KETI-Airport,,,True,다르다  나라  한국  안  이륙  곳,국제선 출국장이 어디에 있습니까?
NIA-2020,1820.0,,True,카드 없다 실종,카드를 분실하셨나요?
NIA-2020,1416.0,,True,영등포 길 찾다 길 무엇,영등포로 가려면 어떻게 가나요?
NIA-2020,1606.0,,False,편지 저기 곳 다음,우체국 지나서 내려주세요.
NIA-2020,1116.0,,False,엘리베이터 잘 안되다 사용 불가능,엘리베이터가 안되네요.
NIA-2020,974.0,,False,난방 끄다,에어컨을 꺼주세요.
NIA-2020,1076.0,,False,공기청정기 잘 안되다 고장,공기청정기가 안되네요.
NIA-2020,1376.0,,True,송파 지하철 찾다 길 가다 방법,송파역으로 가려면 어떻게 가나요?
KETI-Daily,,,False,학생 맡다 무엇 공부,학생은 공부를 해야한다
NIA-2020,410.0,,False,경찰 전화걸다,경찰을 부르세요.
NIA-2020,818.0,,True,버스 곳 내리다 맞다,버스정류장에서 내려드릴까요?
NIA-2020,1735.0,,True,언덕 저기 곳 다음 차내리다,언덕 지나서 내려드릴까요?
NIA-2020,1785.0,,True,아이 잃어버리다,아이를 잃어버리셨나요?
NIA-2020,1316.0,,False,파리바게트 다음 저기 도착 내리다,파리바게트 지나서 내려주세요.
KETI-Daily,,,False,서로 생각 다르다 싸우다 많다,생각이 달라서 많이 싸웠다
NIA-2020,1338.0,,True,3 곳 길 무엇,3번 출구로 나가려면 어떻게 가나요?
NIA-2020,1548.0,,False,대로 다음 도착 차내리다,큰 길 지나서 내려주세요.
NIA-2020,184.0,X,True,실수하다,실수인가요?
NIA-2020,1273.0,,False,백화점 다음 곳 저기 도착 내리다,백화점 지나서 내려주세요.
NIA-2020,1492.0,,False,병원 다음 내리다,병원 지나서 내려주세요.
NIA-2020,737.0,,False,저기 차내리다 맞다,저기서 내려주세요.
KETI-Emergency,,,False,차 안 강아지 방치 두다,차 안에 강아지가 방치되어있어요.
NIA-2020,1298.0,,False,우산 잃어버리다,우산을 잃어버렸습니다.
KETI-Daily,,,False,요즘 남자 얼굴 좋다,요즘 남자 얼굴이 좋아보인다
NIA-2020,850.0,,True,나사렛 내리다 오케이,나사렛대학교에서 내려드릴까요?
NIA-2020,1864.0,,False,사진기 없다 잃어버리다,카메라를 분실하였습니다.
NIA-2020,1610.0,,False,편지 저기 곳 다음 도착 차내리다,우체국 지나서 내려주세요.
NIA-2020,874.0,,True,서울농아인협회 내리다,서울농아인협회에서 내려드릴까요?
KETI-Airport,,,True,제주  홍보  어디  곳,제주 홍보관은 어디입니까?
NIA-2020,915.0,,False,난방 켜다,히터 좀 켜주세요.
NIA-2020,1912.0,,False,유턴 맞다,유턴 맞습니다.
KETI-Airport,,,True,버스  어디  곳,시내버스 승강장은 어디에 있습니까?
NIA-2020,1382.0,,True,송파 지하철 길 목적 방법,송파역으로 가려면 어떻게 가나요?
KETI-Emergency,,,False,누가 잡다,어떤 사람한테 납치당했어요.
NIA-2020,1796.0,,True,열쇠 없다 실종,열쇠를 잃어버리셨나요?
KETI-Daily,,,False,숙제 잊다,숙제가 무엇인지 잊어버렸다
NIA-2020,570.0,,True,카드,카드 결제 되나요?
NIA-2020,760.0,,False,건너다 내리다,건너편에서 내려주세요.
NIA-2020,1688.0,,True,119 곳 저기 다음 도착 내리다,소방서 지나서 내려드릴까요?
KETI-Daily,,,False,포기 하지마,포기하지마
NIA-2020,894.0,,False,에어컨 켜다,에어컨 좀 켜주세요.
KETI-Daily,,,False,배고프다 밥 주다,배고파요 밥주세요
NIA-2020,1019.0,,True,편의점 곳,편의점은 어디에 있나요?
KETI-Airport,,,True,중국  먹다  어디  곳,중식집이 어디에 있습니까?
KETI-Airport,,,True,중국  먹다  어디,중식집이 어디에 있습니까?
KETI-Daily,,,False,좋다 방법 있다 아마,좋은 방법이 있을거야
NIA-2020,444.0,,False,신호등 다음 내리다,신호등 지나서 내려주세요.
NIA-2020,208.0,,True,잠실대교 가다,잠실대교로 건너가드릴까요?
NIA-2020,718.0,,True,아파트 안 가다,아파트 단지 안으로 들어갈까요?
NIA-2020,1362.0,,True,서울대학교 길 찾다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,176.0,,True,여기 있다,여기에 있을까요?
KETI-Emergency,,,False,누가 갑자기 쓰러지다,사람이 갑자기 쓰러졌어요.
KETI-Daily,,,False,너 마음 궁금,네 생각이 궁금해
NIA-2020,146.0,X,True,없다,없으세요?
NIA-2020,12.0,,True,가다 빨리,빨리 가드릴까요?
NIA-2020,882.0,,True,서울농아인협회 차내리다 오케이,서울농아인협회에서 내려드릴까요?
NIA-2020,1859.0,,False,우산 찾다 실종,우산을 분실하였습니다.
NIA-2020,1423.0,,True,이화여대 곳 목적 방법 무엇,이화여대쪽으로 가려면 어떻게 가나요?
NIA-2020,1142.0,,True,단말기터치 사용 불가능,카드 인식이 안되나요?
NIA-2020,1268.0,,False,백화점 다음 저기 곳 저기,백화점 지나서 내려주세요.
NIA-2020,744.0,,False,기차 곳 차내리다 맞다,기차역에서 내려주세요.
NIA-2020,1070.0,,False,공기청정기 안되다 불량,공기청정기가 안되네요.
KETI-Daily,,,False,선생님 나 기술 가르치다,선생님이 나에게 기술을 가르쳐주셨다
KETI-Airport,,,False,공항  방문  감사,김포공항을 이용해 주셔서 감사합니다.
